_id,title,capacity,legal_status,prixMin,coordinates.street,coordinates.postcode,coordinates.deptcode,,coordinates.deptname,coordinates.city,coordinates.phone,coordinates.emailContact,coordinates.gestionnaire,coordinates.website
591,EHPAD Les Bougainvillées,79,Privé non lucratif,2007.9,2 boulevard Delaup,06400,06,6,ALPES-MARITIMES,CANNES,04 93 06 32 22,contact@bougainvillees.org,Association les Bougainvillees,http://www.bougainvillees.org
669,EHPAD Les Chênes,37,Privé commercial,3443.7000000000003,439 promenade Sainte-Pétronille,06640,06,6,ALPES-MARITIMES,ST JEANNET,04 93 24 90 17,stephaneroman@wanadoo.fr,SARL les Chenes,http://www.residenceleschenesehpad.com
537,EHPAD Les Citronniers,118,Privé commercial,4488,1 rue du Moulin Carnolès,06190,06,6,ALPES-MARITIMES,ROQUEBRUNE CAP MARTIN,04 93 37 37 37,lescitronniers@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-citronniers-roquebrune-cap-martin-06
678,EHPAD Les Feuillantines,54,Privé commercial,2806.8,2 route de la Grave de Peille,06440,06,6,ALPES-MARITIMES,L ESCARENE,04 93 79 59 59,contact@ehpad-feuillantines.fr,SARL la Cerisaie,
698,EHPAD Les Floralies,95,Privé commercial,2839.5,61 Chemin de Terron,06000,06,6,ALPES-MARITIMES,NICE,04 93 97 26 27,direction@residencelesfloralies.fr,SARL Fabron les Floralies,
612,EHPAD Les Genets,34,Privé commercial,2598,1549 route de la Vernéa,06390,06,6,ALPES-MARITIMES,CONTES,04 93 79 05 56,mdrgenets@wanadoo.fr,SARL les Genets,
724,EHPAD Les Hauts de Menton Val de Gorbio,65,Privé commercial,2781.6,76 route du Sanatorium Val De Gorbio,06500,06,6,ALPES-MARITIMES,GORBIO,04 93 28 61 40,hauts-menton-gorbio@domusvi.com,SARL les Hauts de Menton Gorbio,http://www.domusvi.com/maison-retraite/alpes-maritimes-06-gorbio-28148.html/
604,EHPAD Les Heures Claires,40,Privé commercial,2991.9,284 Corniche Fahnestock,06700,06,6,ALPES-MARITIMES,ST LAURENT DU VAR,04 93 31 11 16,contact@heuresclaires.com,SAS les Heures Claires,http://www.heuresclaires.com
719,EHPAD Les Iris,59,Privé commercial,2682.2999999999997,Route de la Manda,06670,06,6,ALPES-MARITIMES,COLOMARS,04 93 08 75 35,lesiris2@wanadoo.fr,SARL Adama,https://www.ehpad-nice.com/ehpad-les-iris/
552,EHPAD Les Jardins Saint-Charles,96,Privé non lucratif,2440.5000000000005,121 chemin de la Verrière Lieu dit Villebruc,06560,06,6,ALPES-MARITIMES,VALBONNE,04 92 28 76 00,accueil.jsc06@habitat-humanisme.org,Association LPA Saint-Charles,
632,EHPAD Les Jardins d'Azur,65,Public,1890,2 rue Cordier,06540,06,6,ALPES-MARITIMES,BREIL SUR ROYA,04 93 04 37 00,accueil@hopital-breil-roya.com ,Centre Hospitalier de Breil Sur Roya,http://www.hopital-breil-roya.com
528,EHPAD Les Jardins d'Ines,94,Privé commercial,3399.9,11 chemin des Presses Site Technopolis,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 92 02 39 39,lesjardinsdines@orpea.net,SARL Douce France Sante,http://www.orpea.com/maison-de-retraite-les-jardins-d-ines-cagnes-sur-mer-06
608,EHPAD Les Jardins de Grasse,87,Privé commercial,2994.3,41 rue Jeanne-Jugan Quartier des-Ribes,06130,06,6,ALPES-MARITIMES,GRASSE,04 93 36 09 38,lesjardinsdegrasse@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-jardins-de-grasse-06
538,EHPAD Les Jardins de Pauline Ex Orpea Le Cannet,120,Privé commercial,3065.1,Boulevard Jacques-Monot,06110,06,6,ALPES-MARITIMES,LE CANNET,04 92 18 46 00,lesjardinsdepauline@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-jardins-de-pauline-le-cannet-06
520,EHPAD Les Jardins de Saint-Paul,70,Privé commercial,3730.5,2160 Avenue Jean Michard Pélissier,06600,06,6,ALPES-MARITIMES,ANTIBES,04 92 38 38 60,saintpaul@senectis.com,EHPAD Les Jardins de Saint-Paul,http://www.senectis.com/
702,EHPAD Les Jardins de Sainte-Marguerite,40,Privé commercial,3141.2999999999997,272 avenue Sainte-Marguerite,06000,06,6,ALPES-MARITIMES,NICE,04 93 18 19 33,jardins.stemarguerite@senectis.com ,SA Jardins de Ste Marguerite,http://www.senectis.com/
720,EHPAD Les Jardins de la Clairière,77,Privé commercial,3287.1,307 Boulevard de la Madeleine,06000,06,6,ALPES-MARITIMES,NICE,04 92 15 99 99,clairiere@belage.org,Les Jardins de la Clairiere,https://www.lesjardinsdelaclairiere.fr/hebergement-maison-de-retraite-nice-la-madeleine.html
546,EHPAD Les Jasmins de Cabrol,80,Privé commercial,2875.5,305 chemin de Cabrol,06580,06,6,ALPES-MARITIMES,PEGOMAS,04 97 01 18 18,dir-jasmins-pegomas@domusvi.com,SARL Pegomas,http://www.lesjasminsdecabrol.com
541,EHPAD Les Lauriers Roses,75,Privé non lucratif,2038.8000000000002,54 Route de Duranus,06670,06,6,ALPES-MARITIMES,LEVENS,04 93 91 77 00,ehpad@lauriers-roses-levens.fr,Association Chaines de Vie 06,http://www.lauriers-roses-levens.fr/
602,EHPAD Les Lucioles,42,Privé non lucratif,2074.1999999999998,3 avenue des Baumettes,06000,06,6,ALPES-MARITIMES,NICE,04 93 37 75 00,direction@lucioles-nice.com,Fondation Asile Evangelique,
607,EHPAD Les Mimosas,69,Privé commercial,2541,108 avenue Saint-Laurent Quartier les Treilles,06130,06,6,ALPES-MARITIMES,GRASSE,04 92 60 30 90,magagnosc@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-mimosas-magagnosc-de-grasse-06
735,EHPAD Les Noisetiers,58,Privé commercial,2842.2,86 Boulevard Jean Behra,06000,06,6,ALPES-MARITIMES,NICE,04 97 14 88 88,contact@noisetiers.com,SARL O.P.G les Noisetiers,http://www.noisetiers.com
721,EHPAD Les Oliviers,83,Privé commercial,2509.7999999999997,146 Avenue Michel Jourdan,06400,06,6,ALPES-MARITIMES,CANNES,04 93 47 27 82,reception.bleudazur@korian.fr,SARL les Oliviers,https://www.korian.fr/maison-retraite/ehpad-korian-bleu-d-azur-cannes-06150/
540,EHPAD Les Oliviers de Saint-Laurent,94,Privé commercial,3594.6000000000004,140 boulevard de Provence,06700,06,6,ALPES-MARITIMES,ST LAURENT DU VAR,04 97 12 23 20,lesoliviers@orpea.net,SA Orpea - Siege Social,http://www.orpea.com/maison-de-retraite-les-oliviers-saint-laurent-du-var-06
576,EHPAD Les Orangers,93,Public,2040.6,22 Rue de l'Hopital,06620,06,6,ALPES-MARITIMES,LE BAR SUR LOUP,04 93 40 68 00,mr.barsurloup@wanadoo.fr,EHPAD Les Orangers,https://www.ehpad-lesorangers.fr/
699,EHPAD Les Orchidées,27,Privé commercial,2236.8000000000002,82 avenue de Provence,06130,06,6,ALPES-MARITIMES,GRASSE,04 93 40 54 64,les.orchidees@free.fr,SAS les Orchidees,http://www.lesorchidees.org/
700,EHPAD Les Pensées,35,Privé commercial,3131.3999999999996,66 chemin de Gastaud,06600,06,6,ALPES-MARITIMES,ANTIBES,04 93 65 99 56,direction@residencelespensees.com,SARL Residence Ste Marguerite,http://www.residencelespensees.com/web/
544,EHPAD Les Restanques de Biot,90,Privé non lucratif,1917.9,15 boulevard de la source Le Bois Fleuri CS 60159,06410,06,6,ALPES-MARITIMES,BIOT,04 92 98 98 51,direction-lesrestanques@sud-generations.fr,Les Restanques de Biot,
636,EHPAD Les Tourelles,46,Privé commercial,2851.2000000000003,3 avenue des Jasmins,06220,06,6,ALPES-MARITIMES,VALLAURIS,04 93 64 70 00,secretariat@tourelles-vallauris.com,Société de gestion - EHPAD Les Tourelles,https://www.univi.fr
673,EHPAD Les Trois S,39,Privé commercial,2896.2000000000003,122 avenue Docteur-Maurice-Donat,06250,06,6,ALPES-MARITIMES,MOUGINS,04 97 16 66 48,3s.mougins@tzanck.org,Residence Retraite 3 S Mougins,http://www.tzanck.org/mougins
696,EHPAD Les Vallées de desirée,50,Privé commercial,2639.7,160 Avenue Désiré Niel,06710,06,6,ALPES-MARITIMES,TOUET SUR VAR,04 93 05 31 31,lesvalleesdedesirees@gmail.com,SARL le Grand Sud,
551,EHPAD Les jardins de Fanton,97,Privé commercial,,1336 route de Grasse,06580,06,6,ALPES-MARITIMES,PEGOMAS,04 92 60 96 18,f.dupille@lesjardinsdefanton.com,SARL EHPAD les jardins de Fanton,http://www.les-jardins-de-fanton.sitew.com/#Contact.C
533,EHPAD Lyna,102,Privé commercial,4030.8,636 route de Saint-Paul,06480,06,6,ALPES-MARITIMES,LA COLLE SUR LOUP,04 26 78 13 13,secretariat-lyna@medifar.org,SARL Residence Lyna,http://medifar.org/residence-retraite-lyna/
601,EHPAD Ma Maison,105,Privé non lucratif,1913.7,1 Rue de la Gendarmerie,06000,06,6,ALPES-MARITIMES,NICE,04 93 85 82 14,asdirection.nice@psdp.fr,Petites Soeurs des Pauvres,
582,EHPAD Maison Russe,79,Privé non lucratif,1880.1000000000001,166 Impasse de la Maison Russe,06500,06,6,ALPES-MARITIMES,MENTON,04 92 10 44 50,contact@maisonrusse.fr,Maison Russe Ste Anastasie,http://www.maisonrusse.fr
550,EHPAD Maison Saint-Jean Helios,100,Privé non lucratif,3033.6000000000004,12 Avenue du Capitaine Scott,06000,06,6,ALPES-MARITIMES,NICE,04 92 00 78 00,ehpad.saintjean@ordredemaltefrance.org,Oeuvres Hospitalières de l'Ordre de Malte,http://sites.ordredemaltefrance.org/multisites/ehpad_villa_helios/index.php?option=com_content&view=article&id=305&Itemid=124&lang=fr
713,EHPAD Maria Helena,44,Privé commercial,2691.6,51 boulevard Pasteur,06000,06,6,ALPES-MARITIMES,NICE,04 93 62 40 30,maria.helena@wanadoo.fr,SAS Maria Helena Nice,
496,EHPAD Mariposa,42,Privé commercial,3125.7,54 avenue de la Colle,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 92 13 32 42,mariposa@senectis.com,Sep Mariposa,http://www.senectis.com
581,EHPAD Mira Sol,45,Privé commercial,2982.9,312 Chemin du Serre,06390,06,6,ALPES-MARITIMES,CONTES,04 93 79 04 10,residence-mirasol@medifar.org,Residence Retraite Mira Sol,http://medifar.org/residence-retraite-mirasol/
618,EHPAD Montfleuri,72,Privé non lucratif,2096.9999999999995,23 Avenue Fouques,06130,06,6,ALPES-MARITIMES,GRASSE,04 93 40 38 38,secretariat@orsac-monfleuri.fr,Association Orsac,
697,EHPAD Nice Résidencia,85,Privé commercial,3089.1,9 avenue Thiers,06000,06,6,ALPES-MARITIMES,NICE,04 93 82 64 64,dir.residencia@belage.org,SARL Harmony Nice,http://www.nice-residencia.fr/
655,EHPAD Oréadis,24,Privé commercial,3431.1000000000004,78 avenue de Brancolar,06000,06,6,ALPES-MARITIMES,NICE,04 93 84 69 69,oreadis@orange.fr,SNC Oréadis,
613,EHPAD Palais Belvédère,86,Privé commercial,2926.8,34 boulevard Marcel Pagnol,06130,06,6,ALPES-MARITIMES,GRASSE,04 93 40 58 58,palais-belvedere@wanadoo.fr,SARL Palais Belvedere,http://www.palaisbelvedere.org
659,EHPAD Pension les Oliviers,24,Privé commercial,2062.8000000000002,226 boulevard Léon-Sauvan Quartier du Plan,06690,06,6,ALPES-MARITIMES,TOURRETTE LEVENS,04 93 91 07 01,brun.michele@wanadoo.fr,SARL Pension les Oliviers,
643,EHPAD Pierre Nouveau,169,Public,1755.3,15 avenue des Broussailles CS 50008,06400,06,6,ALPES-MARITIMES,CANNES,04 93 69 72 90,direction@ch-cannes.fr,CH Pierre Nouveau Cannes,http://www.ch-cannes.fr
491,EHPAD Résidence Ancilla,49,Privé commercial,3060.9,14 rue de Villeneuve,06000,06,6,ALPES-MARITIMES,NICE,04 93 82 80 20,direction@ancilla.fr,SARL Anemone,
718,EHPAD Résidence Arc-en-Ciel,40,Privé commercial,3147.9,256 avenue Paul Cézanne,06700,06,6,ALPES-MARITIMES,ST LAURENT DU VAR,04 92 12 30 30,arcenciel.administration@orange.fr,Les plantiers,http://www.residence-arcenciel.com/
726,EHPAD Résidence Bleu Soleil,70,Privé commercial,2820.9,8 passage Grégoire,06000,06,6,ALPES-MARITIMES,NICE,04 93 16 79 16,dir-bleu-soleil-nice@domusvi.com,SAS Bleu Soleil,http://www.domusvi.com/maison-retraite/alpes-maritimes-06-nice-27478.html/
490,EHPAD Résidence Cantazur,85,Public,2036.7,5 chemin des Marguerites Quartier Bréguières,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 92 12 69 00,secretariat.cantazur@cantavencoise.com,M.R. Publique Cantazur,
734,EHPAD Résidence Cantazur,34,Privé commercial,3132.9,343 Route de Bellet,06000,06,6,ALPES-MARITIMES,NICE,04 92 15 50 00,celina.caison@ehpadcantazur.fr,SARL Anna,http://www.cantazur-retraite.fr/index.php/fr/
670,EHPAD Résidence Hélèna,40,Privé commercial,3086.3999999999996,57 rue Auguste-Gal,06000,06,6,ALPES-MARITIMES,NICE,04 92 00 41 00,info-residencehelena@wanadoo.fr,SARL Helena,http://www.residence-helena.fr/
586,EHPAD Résidence L'Olivier,97,Public,2076,221 avenue Honoré-Donadey,06440,06,6,ALPES-MARITIMES,L ESCARENE,04 93 91 65 65,residence.olivier@orange.fr,Maison de Retraite Publique l'Olivier,
563,EHPAD Résidence Les Figuiers,75,Privé commercial,4096.8,142 avenue des Baumettes Le Pied-de-le-Digne,06270,06,6,ALPES-MARITIMES,VILLENEUVE LOUBET,04 92 08 49 00,lesfiguiers@senectis.com,SARL les Figuiers,http://www.senectis.com/
725,EHPAD Résidence Messidor,50,Privé commercial,3286.2000000000003,Chemin du Grec Quartier Lacroix,06340,06,6,ALPES-MARITIMES,DRAP,04 93 27 39 39,residence-messidor@medifar.org,SAS Résidence Messidor,http://medifar.org/
522,EHPAD Résidence Saint-Martin,107,Privé commercial,3732.2999999999997,267 Route de la Roquette,06250,06,6,ALPES-MARITIMES,MOUGINS,04 92 28 80 90,accueil.mougins@groupecolisee.com,SASU Residence St Martin,
642,EHPAD Résidence Sainte-Marguerite,50,Privé commercial,2719.2,2 rue Mantega,06000,06,6,ALPES-MARITIMES,NICE,04 92 07 80 80,direction@stemarguerite.com,SARL Residence Ste Marguerite,
494,EHPAD Résidence Sophie,104,Privé commercial,3090.9,83 Chemin des Poissonniers,06130,06,6,ALPES-MARITIMES,GRASSE,04 92 42 45 00,sophie@emera.fr,SAS Emera Exploitations,
525,EHPAD Résidence Victoria,100,Privé commercial,3679.5,755 chemin des Gourettes,06370,06,6,ALPES-MARITIMES,MOUANS SARTOUX,04 92 99 98 00,victoria@emera.fr,SAS Emera Mouans Sartoux,http://www.emera.fr/residences/residence-retraite-victoria-provence-alpes-cote-dazur/
517,EHPAD Résidence des Paillons,70,Privé commercial,2807.1,17 Avenue Général de Gaulle,06340,06,6,ALPES-MARITIMES,DRAP,04 93 79 11 08,direction@residencedespaillons.fr,SARL les Paillons,
687,EHPAD Résidence du Golf,48,Privé commercial,2525.7000000000003,17 lieu dit les Jardins du Sinodon RD 2085,06330,06,6,ALPES-MARITIMES,ROQUEFORT LES PINS,04 93 77 15 15,roquefort@dolcea.fr,SARL Résidence du Golf,
587,EHPAD Sainte-Croix,40,Public,1929.6,Quartier le Sueil,06450,06,6,ALPES-MARITIMES,LANTOSQUE,04 93 03 62 40,accueil@ehpadfamlantosque.fr,Maison de retraite publique de Lantosque,
505,EHPAD Sainte-Juliette,22,Privé commercial,3137.7000000000003,18 Rue des Frênes,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 92 02 61 00,ste.juliette@senectis.com,SARL Ste Juliette,http://www.senectis.com/
519,EHPAD Themis Résidence du Midi,110,Privé commercial,2626.5,63 avenue Michel Jourdan,06400,06,6,ALPES-MARITIMES,CANNES,04 89 89 86 00,dir-midi-bocca@domusvi.com,SAS Cannes - La Bocca,http://www.residencedumidi.com/
675,EHPAD Thiers,77,Public,1933.1999999999998,19 Avenue Thiers,06600,06,6,ALPES-MARITIMES,ANTIBES,04 97 24 79 79,isabelle.rocchia@ch-antibes.fr,CH d'Antibes Juan les Pins,http://www.ch-antibes.fr
501,EHPAD Tiers Temps le Cannet,88,Privé commercial,3232.5,29 avenue Dolce-Farniente,06110,06,6,ALPES-MARITIMES,LE CANNET,04 93 06 56 56,tierstemps.lecannet@wanadoo.fr,SA Institut Polyclinique de Cannes,http://www.tierstemps-lecannet.fr
614,EHPAD Valrose,51,Public,2019.6,44 avenue de Brancolar,06000,06,6,ALPES-MARITIMES,NICE,04 93 83 57 07,dg@ccas-nice.fr,Centre Communal Action Sociale,http://www.ccas-nice.fr
583,EHPAD Victor Nicolai,171,Public,1873.4999999999998,15 Boulevard Aristide Briand,06440,06,6,ALPES-MARITIMES,PEILLE,04 93 91 63 63,courriel@ephadpeille.com,Maison de retraite publique de Peille,
539,EHPAD Villa Foch,48,Privé commercial,4012.2000000000003,29 Avenue Maréchal Foch,06000,06,6,ALPES-MARITIMES,NICE,04 92 47 76 00,direction.villafoch@orpea.net,SA Orpéa - Siège Social,https://www.orpea.com/maison-de-retraite-villa-foch-nice-06
73530,EHPAD Villa Gallia,86,Privé commercial,4347,7 rue de Turckheim,06400,06,6,ALPES-MARITIMES,CANNES,04 97 06 78 20,gallia@orpéa.net,Orpéa,http://www.villagallia.fr/site/
569,EHPAD Villa Les Collettes,130,Privé commercial,3585.9,Chemin des Collettes,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 89 22 44 44,direction.collettes@lna-sante.com,SAS Villa des Collettes,https://villadescollettes.lna-sante.com/
73529,EHPAD Villa de Falicon,112,Privé commercial,3283.2,160 Avenue de Rimiez,06000,06,6,ALPES-MARITIMES,NICE,04 89 22 42 00,direction.falicon@lna-sante.com,Le Noble Âge,https://villadefalicon.lna-sante.com/
631,EHPAD de Puget Theniers,134,Public,2039.1,Quartier la Condamine,06260,06,6,ALPES-MARITIMES,PUGET THENIERS,04 93 05 00 30,direction@ch-puget-theniers.fr,CH du Pays de la Roudoule à Puget,
646,EHPAD de Tende du Centre hospitalier universitaire de Nice,83,Public,,3 avenue Jean-Médecin,06430,06,6,ALPES-MARITIMES,TENDE,04 92 03 44 44,direction-tende@chu-nice.fr,Centre Hospitalier Universitaire de Nice,http://www.chu-nice.fr
588,EHPAD de Villefranche-sur-Mer,121,Public,2317.1999999999998,2424 Boulevard Edouard VII,06230,06,6,ALPES-MARITIMES,VILLEFRANCHE SUR MER,04 93 01 17 00,courriel@ehpadvillef.com,EHPAD de Villefranche Sur Mer,
565,EHPAD de l'Hôpital de Cimiez,40,Public,,4 Avenue Reine Victoria,06000,06,6,ALPES-MARITIMES,NICE,04 92 03 77 77,,Centre Hospitalier Universitaire de Nice,http://www.chu-nice.fr
584,EHPAD de la Croix Rouge Russe,99,Privé non lucratif,2188.1999999999998,34 Avenue Caravadossi,06000,06,6,ALPES-MARITIMES,NICE,04 97 00 02 49,accueil@crr.asso.fr,Croix Rouge Russe,http://www.crr.asso.fr/
597,EHPAD des Anciens combattants,102,Public,2022.0000000000002,51 Rue des Orangers,06000,06,6,ALPES-MARITIMES,NICE,04 93 89 41 06,annie.ricolvi@ccas-nice.fr,CCAS Nice,
635,EHPAD du Centre hospitalier Saint-Lazare de Tende,73,Public,2089.1999999999998,Route nationale 204 Quartier Speggi,06430,06,6,ALPES-MARITIMES,TENDE,04 93 04 62 27,servicefinancier@hopital-stlazare.com,CH St Lazare de Tende,
680,EHPAD du Centre hospitalier Saint-Maur,48,Public,2077.1999999999998,3 rue Droite,06660,06,6,ALPES-MARITIMES,ST ETIENNE DE TINEE,04 93 23 28 28,hopital.saintmaur@gmail.com,CH St Maur St Etienne Tinee,
91626,MAISON DE RETRAITE DU CCAS,24,Public,,26 Avenue Paul Doumer Prolongée,06240,06,6,ALPES-MARITIMES,BEAUSOLEIL,04 93 78 15 20,retraite@ccas-beausoleil.fr,C.C.A.S. BEAUSOLEIL,
91625,MAISON DE RETRAITE MAISON DU GOLF,6,Privé commercial,,Saint Gervais,06380,06,6,ALPES-MARITIMES,SOSPEL,    ,,MR MAISON DU GOLF,
91627,MAISON DE RETRAITE VILLA SAINT CAMILLE,20,Privé non lucratif,,68 Avenue Corniche d'Or,06590,06,6,ALPES-MARITIMES,THEOULE SUR MER,04 92 97 36 36,vincent.terol@groupe-sos.org,ASSOCIATION VILLA SAINT CAMILLE,
640,Maison de retraite Villa Béthanie,25,Privé non lucratif,,17 avenue Urbain-Bosio,06000,06,6,ALPES-MARITIMES,NICE,04 93 89 39 04,villabethanie@orange.fr,Maison de retraite Villa Bethanie,
19871,RESIDENCE AUTONOMIE RES.ILES DE LERINS,96,Privé non lucratif,997.18,4 Rue de la Verrerie,06400,06,6,ALPES-MARITIMES,CANNES,04 93 48 01 16,iles-de-lerins.direction@arparvie.fr,ASSOCIATION ARPAVIE,http://www.arpavie.fr/etablissement/les-iles-de-lerins/
91301,Résidence L'Escalinada,82,Public,,23 avenue Victor-Cauvin,06230,06,6,ALPES-MARITIMES,VILLEFRANCHE SUR MER,04 93 01 17 00,accueilescalinada@ehpadvillef.com,EHPAD Public de Villefranche sur Mer,https://www.ehpadpublic-villefranCHesurmer.fr/presentation/
711,Résidence Le Grand Mas,35,Privé commercial,3487.2,73 rue du Plateau-Calliste,06700,06,6,ALPES-MARITIMES,ST LAURENT DU VAR,04 93 14 14 24,adelaide.lescao@korian.fr,Groupe Korian,http://www.korian.fr/maison-retraite/ehpad-korian-le-grand-mas-st-laurent-du-var-06700/
19863,Résidence Les mille soleils,59,Privé commercial,1800,228 avenue Henri-Barbusse,06220,06,6,ALPES-MARITIMES,VALLAURIS,04 97 21 60 10,mille.soleils@cegetel.net,S.A Hexafinance,
19851,Résidence Villa Val-d'or,80,Privé non lucratif,1546.08,433 chemin Saint-Jean,06600,06,6,ALPES-MARITIMES,ANTIBES,04 93 33 21 01,direction-villavaldor@sud-generations.fr,Association des séniors de Saint-jean,http://www.villavaldor.org
19873,Résidence autonomie Arc-en-ciel,72,Public,646.66,76 Chemin de la Théoulière,06210,06,6,ALPES-MARITIMES,MANDELIEU LA NAPOULE,04 93 49 71 39,ccas@mairie-mandelieu.fr,Centre communal d'action sociale - CCAS,
19845,Résidence autonomie Gambetta,34,Public,628.79999999999995,141 Boulevard Gambetta,06000,06,6,ALPES-MARITIMES,NICE,04 93 97 11 88,,Centre Communal d'Action Sociale – CCAS,
19867,Résidence autonomie La fraternelle,24,Public,576.29999999999995,34 Avenue Auguste Renoir,06800,06,6,ALPES-MARITIMES,CAGNES SUR MER,04 93 73 48 17,foyerlogement@ccas-cagnes.fr,Centre Communal d'Action Sociale – CCAS,https://www.ccas-cagnes.fr/residence-autonomie
19857,Résidence autonomie Le riou,76,Public,781.82,1 boulevard du riou,06400,06,6,ALPES-MARITIMES,CANNES,04 93 45 97 29,lfriou@ccas-cannes.fr,Centre Communal d'Action Sociale – CCAS,https://www.ccas-cannes.fr/?page_id=3841
19853,Résidence autonomie Les Strélitzias,69,Privé commercial,985.6,2 Rue Pierre Commanay,06600,06,6,ALPES-MARITIMES,ANTIBES,04 92 93 64 00,residenceseniors@hotelstrelitzias.com,SARL Les Strélitzias,http://www.residence-seniors-lesstrelitzias.com/
19833,Résidence autonomie Les Tourelles,118,Privé commercial,1501.83,3 avenue des Jasmins,06220,06,6,ALPES-MARITIMES,VALLAURIS,04 93 64 70 00,secretariat@tourelles-vallauris.com,Société de gestion - Résidence autonomie Les Tourelles,http://www.univi.fr
19847,Résidence autonomie Les Yuccas,86,Privé non lucratif,1385.86,4 allée des yuccas,06400,06,6,ALPES-MARITIMES,CANNES,04 92 99 71 00,yuccannes@wanadoo.fr,Association de gestion les Yuccas,
19839,Résidence autonomie Les alizés,48,Public,635.80999999999995,32 Avenue de Vallauris,06400,06,6,ALPES-MARITIMES,CANNES,04 93 99 29 14,lfalizes@ccas-cannes.fr,Centre Communal d'Action Sociale – CCAS,http://www.ccas-cannes.fr
19849,Résidence autonomie Lou Paradou,85,Privé non lucratif,663.21,Chemin des âmes du purgatoire,06600,06,6,ALPES-MARITIMES,ANTIBES,04 92 91 24 60,louparadou.antibes@apiprovence.org,Caisse Autonome Prev,
19869,Résidence autonomie Pasteur,30,Public,728.7,16 avenue Pasteur,06600,06,6,ALPES-MARITIMES,ANTIBES,04 92 91 38 80,residence.pasteur@ccas-antibes.fr,Centre Communal d'Action Sociale – CCAS,https://www.antibes-juanlespins.com/ccas/vivre-mieux/lieux-d-accueil-seniors
19855,Résidence autonomie Saint-Barthélemy,72,Public,727.2,64 Avenue Cyrille Besset,06000,06,6,ALPES-MARITIMES,NICE,04 93 52 63 77,,Centre Communal d'Action Sociale – CCAS,http://www.lesmaisonsderetraite.fr/logements-foyers/06-alpes-maritimes-06100-nice-logement-foyer-st-barthelemy-354.htm
19837,Résidence autonomie Saint-Jean d'Angély,74,Public,920.7,4 rue Maryse-Carlin,06000,06,6,ALPES-MARITIMES,NICE,04 92 12 53 85,,Centre Communal d'Action Sociale – CCAS,http://ccas-nice.fr/index.php?page=vous-avez-besoin-d-informations
19859,Résidence autonomie Sainte-Catherine,60,Public,672.39,45 Rue Sainte Catherine,06110,06,6,ALPES-MARITIMES,LE CANNET,04 93 69 14 93,,Centre Communal d'Action Sociale – CCAS,http://www.lecannet.fr/page-65-l-hebergement.html
19841,Résidence autonomie Soleil Couchant,40,Public,637.36,171 Avenue de Grasse,06400,06,6,ALPES-MARITIMES,CANNES,04 93 39 69 96,lfsoleilcouchant@ccas-cannes.fr,Centre Communal d'Action Sociale – CCAS,https://www.ccas-cannes.fr/?page_id=3841
19861,Résidence autonomie Villa Jacob,46,Privé non lucratif,,32 avenue Général Estienne,06000,06,6,ALPES-MARITIMES,NICE,04 93 53 00 62,accueil.vj@casip-cojasor.fr,Fondation Casip Cojasor,http://www.casip-cojasor.fr/Foyers-logements-pour-personnes-âgees.html
19865,Résidence autonomie les lucioles,14,Privé non lucratif,,3 avenue des baumettes,06000,06,6,ALPES-MARITIMES,NICE,04 93 37 75 00,administration@lucioles-nice.com,Fondation Asile Evangélique,
486,USLD Centre hospitalier de Vallauris,0,Public,,Place Saint-Roch BP 249,06220,06,6,ALPES-MARITIMES,VALLAURIS,04 93 64 72 00,direction@cls-vallauris.fr,Centre Hospitalier de Vallauris,
684,USLD Clinique Les Sources,20,Privé non lucratif,,avenue des Roses,06000,06,6,ALPES-MARITIMES,NICE,04 92 15 40 00,longsejour@hpgs.fr,Association Gest Residence Med des Sources,http://www.hpgs.fr/hopital-prive-geriatrique-les-sources/
639,USLD De l'Hôpital de Menton,0,Public,,2 avenue Antoine-Péglion BP 189,06500,06,6,ALPES-MARITIMES,MENTON,04 93 28 77 77,directeur@ch-menton.fr,CH la Palmosa de Menton,http://www.ch-menton.fr/offre-de-soins/annuaire-des-services-324/unite-de-soins-de-longue-duree-usld-12.html?tx_stratishospital_services[action]=show&tx_stratishospital_services[controller]=Service&cHash=60a6ac9093fbb8673cd5faea63af2a66
628,USLD Isola Bella,0,Public,,27 avenue Isola-Bella,06400,06,6,ALPES-MARITIMES,CANNES,04 93 69 72 80,direction@ch-cannes.fr,CH Pierre Nouveau Cannes,http://www.ch-cannes.fr
534,USLD Tiers Temps le Cannet,0,Privé commercial,,29 avenue Dolce-Farniente,06110,06,6,ALPES-MARITIMES,LE CANNET,04 93 06 56 56,tierstemps.lecannet@wanadoo.fr,SAS Recam Oxford,http://www.tierstemps-lecannet.fr
